ts,ts_iso_utc,window_seconds,file_modification_rate,rename_count,file_creation_count,file_deletion_count,cpu_usage_percent,memory_usage_percent,process_spike
1772707433.1898057,2026-03-05T10:43:53.189809+00:00,5,0,0,0,0,3.4,54.4,-2
1772707438.1945224,2026-03-05T10:43:58.194528+00:00,5,0,0,0,0,4.8,54.4,0
1772707750.6021848,2026-03-05T10:49:10.602188+00:00,5,0,0,0,0,1.4,54.9,0
1772707755.6053789,2026-03-05T10:49:15.605383+00:00,5,0,0,0,0,6.5,55.0,0
1772707760.6088614,2026-03-05T10:49:20.608864+00:00,5,1,1,1,0,8.3,55.0,0
1772707765.6137733,2026-03-05T10:49:25.613777+00:00,5,0,0,0,0,5.3,55.0,0
1772707770.6185994,2026-03-05T10:49:30.618602+00:00,5,0,0,0,0,4.5,55.0,0
1772707775.6216364,2026-03-05T10:49:35.621639+00:00,5,0,0,0,0,2.5,54.9,-1
1772707780.6255736,2026-03-05T10:49:40.625576+00:00,5,0,0,0,0,6.4,54.9,0
1772707785.6288295,2026-03-05T10:49:45.628831+00:00,5,0,0,0,0,3.5,54.9,0
1772707790.6319127,2026-03-05T10:49:50.631915+00:00,5,0,0,0,0,3.6,54.9,0
1772707795.6354787,2026-03-05T10:49:55.635481+00:00,5,0,0,0,0,3.5,54.9,0
1772707800.6384094,2026-03-05T10:50:00.638412+00:00,5,0,0,0,0,7.1,54.9,2
1772707805.6422284,2026-03-05T10:50:05.642232+00:00,5,0,0,0,0,7.4,54.9,-2
1772707810.6449099,2026-03-05T10:50:10.644912+00:00,5,0,0,0,0,6.4,55.5,0
1772707815.6480834,2026-03-05T10:50:15.648088+00:00,5,0,0,0,0,7.1,55.5,0
1772707820.6511917,2026-03-05T10:50:20.651195+00:00,5,0,0,0,0,8.2,55.5,0
1772707825.6536796,2026-03-05T10:50:25.653682+00:00,5,0,0,0,0,7.6,55.5,0
1772707830.657173,2026-03-05T10:50:30.657175+00:00,5,0,0,0,0,9.7,55.5,0
1772707835.6605902,2026-03-05T10:50:35.660593+00:00,5,0,0,0,0,4.9,55.3,0
1772707840.6640656,2026-03-05T10:50:40.664068+00:00,5,0,0,0,0,6.1,54.9,0
1772707845.6668615,2026-03-05T10:50:45.666865+00:00,5,0,0,0,0,4.5,55.0,2
1772707850.670296,2026-03-05T10:50:50.670301+00:00,5,0,0,0,0,5.6,54.9,-2
1772707855.6740208,2026-03-05T10:50:55.674024+00:00,5,0,0,0,0,4.4,54.8,0
1772707860.677561,2026-03-05T10:51:00.677564+00:00,5,0,0,0,0,5.2,54.9,0
1772707865.6807055,2026-03-05T10:51:05.680709+00:00,5,0,0,0,0,5.8,54.9,0
1772707870.6842859,2026-03-05T10:51:10.684289+00:00,5,0,0,0,0,4.9,54.9,0
1772707875.688207,2026-03-05T10:51:15.688209+00:00,5,0,0,0,0,4.8,54.9,0
1772707880.6916227,2026-03-05T10:51:20.691625+00:00,5,0,0,0,0,7.8,54.6,0
1772707885.694379,2026-03-05T10:51:25.694381+00:00,5,0,0,0,0,8.8,54.6,0
1772707890.6980324,2026-03-05T10:51:30.698034+00:00,5,0,0,0,0,9.2,55.2,0
1772707895.700444,2026-03-05T10:51:35.700446+00:00,5,0,0,0,0,13.5,55.2,0
1772709551.1029282,2026-03-05T11:19:11.102934+00:00,5,0,0,0,0,4.8,57.7,0
1772709556.108111,2026-03-05T11:19:16.108115+00:00,5,0,0,0,0,10.5,57.7,1
1772709561.114785,2026-03-05T11:19:21.114788+00:00,5,0,0,0,0,9.8,57.6,1
1772709566.121634,2026-03-05T11:19:26.121636+00:00,5,0,0,0,0,8.5,57.6,-2
1772709571.1258764,2026-03-05T11:19:31.125880+00:00,5,0,0,0,0,8.8,57.6,0
1772709576.1310651,2026-03-05T11:19:36.131068+00:00,5,0,0,0,0,11.8,57.6,0
1772709581.136239,2026-03-05T11:19:41.136242+00:00,5,0,0,0,0,6.5,57.6,0
1772709586.1413136,2026-03-05T11:19:46.141317+00:00,5,0,0,0,0,6.2,57.6,-1
1772709591.1469023,2026-03-05T11:19:51.146907+00:00,5,0,0,0,0,4.5,57.6,0
1772709596.151884,2026-03-05T11:19:56.151886+00:00,5,0,0,0,0,5.4,57.5,-2
1772709601.1575632,2026-03-05T11:20:01.157566+00:00,5,0,0,0,0,6.6,57.5,0
1772709606.1624725,2026-03-05T11:20:06.162476+00:00,5,0,0,0,0,11.4,58.2,2
1772709965.2497358,2026-03-05T11:26:05.249741+00:00,5,0,0,0,0,27.2,57.6,0
1772709970.2567909,2026-03-05T11:26:10.256794+00:00,5,0,0,0,0,7.8,57.5,0
1772709975.2616398,2026-03-05T11:26:15.261644+00:00,5,0,0,0,0,9.1,57.6,1
1772709980.2668831,2026-03-05T11:26:20.266887+00:00,5,0,0,0,0,4.5,57.5,-2
1772709985.2722836,2026-03-05T11:26:25.272287+00:00,5,0,0,0,0,10.4,57.5,0
1772709990.2780292,2026-03-05T11:26:30.278031+00:00,5,0,0,0,0,6.4,57.4,-1
1772709995.2835467,2026-03-05T11:26:35.283549+00:00,5,0,0,0,0,10.1,57.4,0
1772710000.2890246,2026-03-05T11:26:40.289028+00:00,5,0,0,0,0,9.2,57.4,0
1772710005.2938826,2026-03-05T11:26:45.293885+00:00,5,0,0,0,0,13.8,57.4,0
1772710010.299132,2026-03-05T11:26:50.299135+00:00,5,0,0,0,0,9.3,57.5,0
1772710015.305078,2026-03-05T11:26:55.305080+00:00,5,0,0,0,0,4.4,57.5,0
1772710020.310369,2026-03-05T11:27:00.310372+00:00,5,0,0,0,0,10.5,57.4,0
1772710025.3152027,2026-03-05T11:27:05.315206+00:00,5,0,0,0,0,13.8,57.7,2
1772710030.3202713,2026-03-05T11:27:10.320274+00:00,5,0,0,0,0,7.6,57.7,0
1772710035.3253565,2026-03-05T11:27:15.325359+00:00,5,0,0,0,0,11.4,57.7,0
1772710040.3303456,2026-03-05T11:27:20.330348+00:00,5,0,0,0,0,9.2,57.7,2
1772710045.3367875,2026-03-05T11:27:25.336790+00:00,5,0,0,0,0,8.1,57.6,-2
1772710050.3426707,2026-03-05T11:27:30.342673+00:00,5,0,0,0,0,7.7,57.7,0
1772710055.3474035,2026-03-05T11:27:35.347406+00:00,5,0,0,0,0,5.7,57.7,0
1772710060.3529534,2026-03-05T11:27:40.352957+00:00,5,0,0,0,0,5.4,58.0,1
1772710065.358117,2026-03-05T11:27:45.358120+00:00,5,0,0,0,0,3.3,58.0,0
1772710070.3635592,2026-03-05T11:27:50.363562+00:00,5,0,0,0,0,2.6,58.0,0
1772710075.3688009,2026-03-05T11:27:55.368803+00:00,5,0,0,0,0,3.3,58.0,0
1772710080.3736134,2026-03-05T11:28:00.373616+00:00,5,0,0,0,0,3.8,57.9,0
1772710085.3784814,2026-03-05T11:28:05.378485+00:00,5,0,0,0,0,4.9,57.4,-2
1772710090.3836684,2026-03-05T11:28:10.383671+00:00,5,0,0,0,0,5.0,57.1,-1
1772710095.389045,2026-03-05T11:28:15.389047+00:00,5,0,0,0,0,6.3,57.1,0
1772710100.394036,2026-03-05T11:28:20.394038+00:00,5,0,0,0,0,12.1,57.7,0
1772710105.3988414,2026-03-05T11:28:25.398843+00:00,5,0,0,0,0,6.0,57.7,2
1772710110.404363,2026-03-05T11:28:30.404365+00:00,5,0,0,0,0,6.2,57.8,-2
1772710115.4099197,2026-03-05T11:28:35.409923+00:00,5,0,0,0,0,7.1,57.8,1
1772710120.4157324,2026-03-05T11:28:40.415736+00:00,5,0,0,0,0,6.0,57.7,0
1772710125.4208055,2026-03-05T11:28:45.420808+00:00,5,0,0,0,0,11.1,57.7,0
1772710130.427093,2026-03-05T11:28:50.427095+00:00,5,0,0,0,0,6.5,57.2,0
1772710135.5054529,2026-03-05T11:28:55.505455+00:00,5,0,0,0,0,6.8,57.3,0
1772710140.5163386,2026-03-05T11:29:00.516341+00:00,5,0,0,0,0,7.2,57.8,0
1772710145.522021,2026-03-05T11:29:05.522023+00:00,5,0,0,0,0,9.0,57.7,0
1772710150.5270927,2026-03-05T11:29:10.527097+00:00,5,0,0,0,0,8.1,57.7,0
1772710155.5325394,2026-03-05T11:29:15.532542+00:00,5,0,0,0,0,8.5,57.6,0
1772710160.538838,2026-03-05T11:29:20.538841+00:00,5,0,0,0,0,7.7,57.6,0
1772710165.5452368,2026-03-05T11:29:25.545240+00:00,5,0,0,0,0,5.9,57.2,0
1772710170.550315,2026-03-05T11:29:30.550317+00:00,5,0,0,0,0,8.4,57.2,2
1772710175.5561798,2026-03-05T11:29:35.556182+00:00,5,0,0,0,0,11.4,57.2,-2
1772710180.5605993,2026-03-05T11:29:40.560602+00:00,5,0,0,0,0,7.1,57.2,0
1772710185.5660944,2026-03-05T11:29:45.566097+00:00,5,0,0,0,0,7.8,57.2,0
1772710190.571167,2026-03-05T11:29:50.571169+00:00,5,0,0,0,0,8.4,57.2,0
1772710280.518284,2026-03-05T11:31:20.518288+00:00,5,0,0,0,0,4.2,58.1,2
1772710285.5235834,2026-03-05T11:31:25.523588+00:00,5,0,0,0,0,6.5,58.1,-2
1772710290.5294569,2026-03-05T11:31:30.529459+00:00,5,0,0,0,0,2.4,58.0,0
1772710295.5348547,2026-03-05T11:31:35.534857+00:00,5,0,0,0,0,3.4,58.0,0
1772710300.5401769,2026-03-05T11:31:40.540180+00:00,5,0,0,0,0,6.1,58.0,2
1772710305.5455983,2026-03-05T11:31:45.545600+00:00,5,0,0,0,0,3.7,57.7,-3
1772710310.5510168,2026-03-05T11:31:50.551019+00:00,5,0,0,0,0,4.1,57.7,0
1772710315.5572975,2026-03-05T11:31:55.557302+00:00,5,0,0,0,0,5.5,58.3,0
1772710320.5638635,2026-03-05T11:32:00.563866+00:00,5,0,0,0,0,8.4,58.3,0
1772710325.5684478,2026-03-05T11:32:05.568450+00:00,5,0,0,0,0,12.9,58.4,0
1772710330.5749602,2026-03-05T11:32:10.574962+00:00,5,0,0,0,0,17.7,59.1,0
1772710335.5810206,2026-03-05T11:32:15.581024+00:00,5,0,0,0,0,17.1,59.1,0
1772710340.5898461,2026-03-05T11:32:20.589849+00:00,5,0,0,0,0,19.9,59.5,2
1772710345.5950112,2026-03-05T11:32:25.595014+00:00,5,0,0,0,0,7.1,59.5,2
1772710350.6017637,2026-03-05T11:32:30.601768+00:00,5,0,0,0,0,8.6,59.1,-2
1772710355.6115243,2026-03-05T11:32:35.611527+00:00,5,0,0,0,0,9.5,59.0,0
1772710360.6191561,2026-03-05T11:32:40.619159+00:00,5,0,0,0,0,7.3,58.9,0
1772710365.62431,2026-03-05T11:32:45.624314+00:00,5,0,0,0,0,9.9,57.9,0
1772710370.6298473,2026-03-05T11:32:50.629850+00:00,5,0,0,0,0,8.1,57.9,0
1772710375.635177,2026-03-05T11:32:55.635179+00:00,5,0,0,0,0,6.5,58.0,0
1772710380.641634,2026-03-05T11:33:00.641636+00:00,5,0,0,0,0,8.4,58.2,8
1772710385.6473327,2026-03-05T11:33:05.647337+00:00,5,0,0,0,0,11.2,58.2,-1
1772710390.6542213,2026-03-05T11:33:10.654223+00:00,5,0,0,0,0,7.0,58.3,1
1772710395.6611202,2026-03-05T11:33:15.661123+00:00,5,0,0,0,0,6.9,58.1,-6
1772710400.6661649,2026-03-05T11:33:20.666168+00:00,5,0,0,0,0,8.2,57.8,-2
1772710405.6731045,2026-03-05T11:33:25.673109+00:00,5,2,1,1,0,9.3,57.9,0
1772710410.6782198,2026-03-05T11:33:30.678223+00:00,5,0,0,0,0,9.3,57.9,0
1772710415.684121,2026-03-05T11:33:35.684124+00:00,5,0,0,0,0,6.9,57.9,0
1772710420.6898186,2026-03-05T11:33:40.689822+00:00,5,0,0,0,0,6.8,58.3,0
1772710425.694376,2026-03-05T11:33:45.694379+00:00,5,0,0,0,0,6.7,58.4,0
1772710430.7005143,2026-03-05T11:33:50.700517+00:00,5,0,0,0,0,8.4,58.4,0
1772710486.9799669,2026-03-05T11:34:46.979970+00:00,5,0,0,0,0,0.5,58.6,0
1772710491.9851635,2026-03-05T11:34:51.985167+00:00,5,0,0,0,0,10.0,58.7,0
1772710496.9906723,2026-03-05T11:34:56.990675+00:00,5,0,0,0,0,8.9,58.8,0
1772710501.9958785,2026-03-05T11:35:01.995881+00:00,5,0,0,0,0,6.3,58.8,0
1772710507.000986,2026-03-05T11:35:07.000992+00:00,5,0,0,0,0,5.7,58.7,0
1772710512.0067923,2026-03-05T11:35:12.006796+00:00,5,0,0,0,0,6.5,58.6,2
1772710517.0127335,2026-03-05T11:35:17.012736+00:00,5,0,0,0,0,8.4,58.5,-3
1772710522.0190406,2026-03-05T11:35:22.019042+00:00,5,0,0,0,0,4.1,58.4,0
1772710527.0245051,2026-03-05T11:35:27.024508+00:00,5,0,0,0,0,6.0,58.4,0
1772710532.0306122,2026-03-05T11:35:32.030614+00:00,5,0,0,0,0,6.8,58.3,0
1772710537.0374227,2026-03-05T11:35:37.037427+00:00,5,0,0,0,0,6.7,58.3,0
1772710542.0426993,2026-03-05T11:35:42.042703+00:00,5,0,0,0,0,12.0,57.8,0
1772710547.0508835,2026-03-05T11:35:47.050888+00:00,5,0,0,0,0,8.0,57.9,0
1772710552.055886,2026-03-05T11:35:52.055888+00:00,5,0,0,0,0,4.5,57.9,0
1772710557.0609407,2026-03-05T11:35:57.060943+00:00,5,0,0,0,0,7.1,58.4,0
1772710562.0665023,2026-03-05T11:36:02.066505+00:00,5,0,0,0,0,5.4,58.5,0
1772710567.0721302,2026-03-05T11:36:07.072135+00:00,5,0,0,0,0,5.8,58.5,0
1772710572.077208,2026-03-05T11:36:12.077210+00:00,5,0,0,0,0,14.9,58.5,0
1772710577.083234,2026-03-05T11:36:17.083236+00:00,5,0,0,0,0,8.4,58.5,2
1772710582.0916307,2026-03-05T11:36:22.091633+00:00,5,0,0,0,0,7.8,58.4,-2
1772710587.0983007,2026-03-05T11:36:27.098304+00:00,5,1,0,1,1,7.9,58.4,0
1772710592.1035068,2026-03-05T11:36:32.103510+00:00,5,0,1,0,0,8.7,58.4,0
1772710597.108927,2026-03-05T11:36:37.108929+00:00,5,0,0,0,0,6.7,58.0,0
1772710602.1147048,2026-03-05T11:36:42.114707+00:00,5,0,0,0,0,7.9,58.4,0
1772710607.119951,2026-03-05T11:36:47.119954+00:00,5,0,0,0,0,7.0,58.5,0
1772710612.1259196,2026-03-05T11:36:52.125921+00:00,5,0,0,0,0,10.1,58.3,0
1772710617.1307714,2026-03-05T11:36:57.130774+00:00,5,0,0,0,0,9.6,58.2,0
1772710622.1362047,2026-03-05T11:37:02.136208+00:00,5,0,0,0,0,7.9,58.3,1
1772710627.1409075,2026-03-05T11:37:07.140910+00:00,5,0,0,0,0,10.2,58.4,1
1772710632.1468894,2026-03-05T11:37:12.146891+00:00,5,0,0,0,0,11.0,58.1,3
1772712317.639616,2026-03-05T12:05:17.639620+00:00,5,0,0,0,0,6.3,57.3,2
1772712322.6468408,2026-03-05T12:05:22.646844+00:00,5,0,0,0,0,6.8,56.8,-3
1772712327.6537316,2026-03-05T12:05:27.653734+00:00,5,0,0,0,0,6.5,56.2,0
1772712332.6601,2026-03-05T12:05:32.660102+00:00,5,0,0,0,0,7.8,56.2,0
1772712337.6670477,2026-03-05T12:05:37.667052+00:00,5,0,0,0,0,6.5,56.1,1
1772712342.673772,2026-03-05T12:05:42.673775+00:00,5,0,0,0,0,7.2,56.2,-1
1772712347.6806858,2026-03-05T12:05:47.680688+00:00,5,0,0,0,0,10.0,56.2,0
1772712352.6872127,2026-03-05T12:05:52.687216+00:00,5,0,0,0,0,5.8,56.2,0
1772712357.694285,2026-03-05T12:05:57.694289+00:00,5,0,0,0,0,5.0,56.2,0
1772712362.7010734,2026-03-05T12:06:02.701076+00:00,5,0,0,0,0,4.9,56.1,0
1772712367.7074752,2026-03-05T12:06:07.707478+00:00,5,0,0,0,0,10.6,56.2,0
1772712372.7147245,2026-03-05T12:06:12.714728+00:00,5,0,0,0,0,10.1,56.2,-1
1772712377.7222393,2026-03-05T12:06:17.722242+00:00,5,0,0,0,0,8.1,56.2,0
1772712382.7302222,2026-03-05T12:06:22.730225+00:00,5,0,0,0,0,9.7,56.2,2
1772712387.737525,2026-03-05T12:06:27.737528+00:00,5,0,0,0,0,4.8,56.2,-2
1772712392.7440267,2026-03-05T12:06:32.744030+00:00,5,0,0,0,0,5.6,56.2,0
1772712397.7511034,2026-03-05T12:06:37.751106+00:00,5,0,0,0,0,5.2,56.2,0
1772712402.7574086,2026-03-05T12:06:42.757413+00:00,5,0,0,0,0,4.2,56.2,0
1772712407.7645028,2026-03-05T12:06:47.764505+00:00,5,0,0,0,0,5.7,56.2,0
1772712412.7707267,2026-03-05T12:06:52.770729+00:00,5,0,0,0,0,10.1,56.2,0
1772712417.7779624,2026-03-05T12:06:57.777965+00:00,5,0,0,0,0,6.7,56.2,0
1772712422.7850711,2026-03-05T12:07:02.785075+00:00,5,0,0,0,0,10.4,57.0,1
1772712427.7914143,2026-03-05T12:07:07.791417+00:00,5,0,0,0,0,10.7,57.1,1
1772712432.800059,2026-03-05T12:07:12.800062+00:00,5,0,0,0,0,18.2,57.1,0
1772712437.8077145,2026-03-05T12:07:17.807717+00:00,5,0,0,0,0,10.5,57.1,-1
1772712442.813656,2026-03-05T12:07:22.813658+00:00,5,0,0,0,0,9.0,57.1,0
1772712447.8204887,2026-03-05T12:07:27.820493+00:00,5,0,0,0,0,9.7,57.3,2
1772712452.8282301,2026-03-05T12:07:32.828233+00:00,5,0,0,0,0,7.9,57.1,-2
1772712457.8358731,2026-03-05T12:07:37.835875+00:00,5,0,0,0,0,11.5,56.7,0
1772712462.8449607,2026-03-05T12:07:42.844963+00:00,5,0,0,0,0,9.9,56.6,0
1772712467.8541024,2026-03-05T12:07:47.854105+00:00,5,0,0,0,0,6.0,56.7,0
1772712472.8617804,2026-03-05T12:07:52.861785+00:00,5,0,0,0,0,3.7,56.6,0
1772712477.8689613,2026-03-05T12:07:57.868965+00:00,5,0,0,0,0,7.8,56.6,0
1772712482.8756032,2026-03-05T12:08:02.875608+00:00,5,0,0,0,0,4.5,56.6,0
1772712487.882898,2026-03-05T12:08:07.882902+00:00,5,0,0,0,0,3.4,56.4,-2
1772712492.890112,2026-03-05T12:08:12.890114+00:00,5,0,0,0,0,3.5,56.4,1
1772712497.8972437,2026-03-05T12:08:17.897247+00:00,5,0,0,0,0,6.4,56.8,-2
1772712502.905515,2026-03-05T12:08:22.905517+00:00,5,0,0,0,0,13.0,57.1,1
1772712507.9117796,2026-03-05T12:08:27.911782+00:00,5,0,0,0,0,6.3,57.1,0
1772712512.9209323,2026-03-05T12:08:32.920936+00:00,5,0,0,0,0,6.9,57.1,1
1772712517.9272978,2026-03-05T12:08:37.927301+00:00,5,0,0,0,0,7.9,56.2,-1
1772712522.934136,2026-03-05T12:08:42.934138+00:00,5,0,0,0,0,5.5,56.1,0
1772712527.9408967,2026-03-05T12:08:47.940899+00:00,5,0,0,0,0,6.1,55.4,0
1772712532.9481595,2026-03-05T12:08:52.948162+00:00,5,0,0,0,0,5.7,55.1,-1
1772712537.9547641,2026-03-05T12:08:57.954768+00:00,5,0,0,0,0,4.1,55.0,0
1772712542.9609606,2026-03-05T12:09:02.960963+00:00,5,0,0,0,0,6.6,55.6,3
1772712547.968454,2026-03-05T12:09:07.968457+00:00,5,0,0,0,0,6.2,55.6,-2
1772712552.9753487,2026-03-05T12:09:12.975351+00:00,5,0,0,0,0,5.3,55.6,0
1772712557.98203,2026-03-05T12:09:17.982032+00:00,5,0,0,0,0,4.4,55.5,0
1772712562.9885428,2026-03-05T12:09:22.988545+00:00,5,0,0,0,0,3.8,55.5,0
1772712567.9960256,2026-03-05T12:09:27.996028+00:00,5,0,0,0,0,3.7,55.5,0
1772712573.0023773,2026-03-05T12:09:33.002379+00:00,5,0,0,0,0,4.3,55.1,0
1772712578.0089576,2026-03-05T12:09:38.008960+00:00,5,0,0,0,0,5.7,55.1,2
1772712583.015416,2026-03-05T12:09:43.015419+00:00,5,0,0,0,0,5.4,55.0,-2
1772712588.0215623,2026-03-05T12:09:48.021568+00:00,5,0,0,0,0,12.5,55.1,0
1772712593.0297801,2026-03-05T12:09:53.029783+00:00,5,0,0,0,0,11.2,55.7,0
1772712598.036033,2026-03-05T12:09:58.036037+00:00,5,0,0,0,0,5.4,55.7,0
1772712603.0435932,2026-03-05T12:10:03.043597+00:00,5,0,0,0,0,6.9,55.6,-1
1772712608.050238,2026-03-05T12:10:08.050241+00:00,5,0,0,0,0,4.4,55.5,0
1772712613.0568976,2026-03-05T12:10:13.056901+00:00,5,0,0,0,0,4.3,55.5,0
1772712618.0643165,2026-03-05T12:10:18.064320+00:00,5,0,0,0,0,4.5,55.1,0
1772712623.070873,2026-03-05T12:10:23.070877+00:00,5,0,0,0,0,5.1,55.1,0
1772712628.0781357,2026-03-05T12:10:28.078140+00:00,5,0,0,0,0,4.8,55.1,0
1772712633.0852318,2026-03-05T12:10:33.085235+00:00,5,0,0,0,0,4.3,55.1,-1
1772712638.0916467,2026-03-05T12:10:38.091649+00:00,5,0,0,0,0,5.0,55.1,0
1772712643.0987558,2026-03-05T12:10:43.098759+00:00,5,0,0,0,0,4.7,55.1,2
1772712648.1056027,2026-03-05T12:10:48.105606+00:00,5,0,0,0,0,4.6,55.1,-2
1772712653.113218,2026-03-05T12:10:53.113222+00:00,5,0,0,0,0,4.4,55.1,0
1772712658.1198103,2026-03-05T12:10:58.119813+00:00,5,0,0,0,0,5.9,55.0,0
1772712663.125957,2026-03-05T12:11:03.125960+00:00,5,0,0,0,0,5.3,55.0,2
1772712668.1336956,2026-03-05T12:11:08.133698+00:00,5,0,0,0,0,4.8,55.0,-2
1772712673.1402674,2026-03-05T12:11:13.140270+00:00,5,0,0,0,0,4.4,55.1,0
1772712678.1459837,2026-03-05T12:11:18.145986+00:00,5,0,0,0,0,3.9,55.0,0
1772712683.1525397,2026-03-05T12:11:23.152543+00:00,5,0,0,0,0,3.7,55.1,0
1772712688.159846,2026-03-05T12:11:28.159848+00:00,5,0,0,0,0,4.0,55.1,0
1772712693.1671636,2026-03-05T12:11:33.167168+00:00,5,0,0,0,0,3.4,55.0,0
1772712698.1746638,2026-03-05T12:11:38.174666+00:00,5,0,0,0,0,3.1,55.0,0
1772712703.1802428,2026-03-05T12:11:43.180246+00:00,5,0,0,0,0,3.4,55.0,0
1772712708.1873422,2026-03-05T12:11:48.187344+00:00,5,0,0,0,0,3.2,55.0,0
1772712713.1933806,2026-03-05T12:11:53.193383+00:00,5,0,0,0,0,4.4,55.4,1
1772712718.199708,2026-03-05T12:11:58.199711+00:00,5,0,0,0,0,3.3,55.4,0
1772712723.2057362,2026-03-05T12:12:03.205739+00:00,5,0,0,0,0,4.7,55.7,2
1772712728.2118587,2026-03-05T12:12:08.211861+00:00,5,0,0,0,0,4.3,55.7,0
1772712733.2181027,2026-03-05T12:12:13.218105+00:00,5,0,0,0,0,3.3,55.6,0
1772712738.2251968,2026-03-05T12:12:18.225200+00:00,5,0,0,0,0,3.0,55.6,0
1772712743.232195,2026-03-05T12:12:23.232198+00:00,5,0,0,0,0,4.1,55.4,0
1772712748.2386432,2026-03-05T12:12:28.238646+00:00,5,0,0,0,0,3.4,55.4,2
1772712753.2456105,2026-03-05T12:12:33.245615+00:00,5,0,0,0,0,4.8,55.4,-1
1772712758.253223,2026-03-05T12:12:38.253226+00:00,5,0,0,0,0,4.5,55.5,0
1772712763.2600157,2026-03-05T12:12:43.260019+00:00,5,0,0,0,0,3.9,55.5,0
1772712768.267506,2026-03-05T12:12:48.267508+00:00,5,0,0,0,0,4.1,55.4,0
1772712773.2746692,2026-03-05T12:12:53.274672+00:00,5,0,0,0,0,3.8,55.5,0
1772712778.2809553,2026-03-05T12:12:58.280957+00:00,5,0,0,0,0,4.6,55.5,0
1772712783.2877276,2026-03-05T12:13:03.287730+00:00,5,0,0,0,0,6.6,55.7,3
1772712788.2943869,2026-03-05T12:13:08.294390+00:00,5,0,0,0,0,4.4,55.5,-1
1772712793.3012412,2026-03-05T12:13:13.301244+00:00,5,0,0,0,0,4.7,55.5,0
1772712798.3076952,2026-03-05T12:13:18.307699+00:00,5,0,0,0,0,6.0,55.4,0
1772712803.3152106,2026-03-05T12:13:23.315214+00:00,5,0,0,0,0,4.8,55.4,0
1772712808.3216293,2026-03-05T12:13:28.321631+00:00,5,0,0,0,0,9.7,55.9,0
1772712813.3306,2026-03-05T12:13:33.330602+00:00,5,0,0,0,0,11.4,56.4,0
